batch_id,record_id,source_a_id,source_a_amount,source_a_date,source_a_description,source_a_reference,source_b_id,source_b_amount,source_b_date,source_b_description,source_b_reference,expected_status,anomaly_type,fee_amount
batch-synth-v1,TXN-5106,BNK-ICICI-1106,11334.1,2026-09-05,ACH CR-388016B-SUBSCRIPTION POOL-B2B Services,REF-388016B,PO-RZP-2106,11334.1,2026-09-06,Razorpay payout B2B Services settlement batch,PO-388016B,flagged,settlement_date_drift,0.0
batch-synth-v1,TXN-5107,BNK-AXIS-1107,9534.07,2026-09-05,NEFT CR-775981C-RAZORPAY SETTLEMENT-SaaS,REF-775981C,PO-RZP-2107,9534.07,2026-09-05,Recurring subscription payout batch,PO-775981C,matched,none,0.0
batch-synth-v1,TXN-5108,BNK-AXIS-1108,19899.54,2026-09-15,ACH CR-571579D-SUBSCRIPTION POOL-SaaS,REF-571579D,PAY-RZP-2108,19899.54,2026-09-15,Daily automated merchant credit,PO-571579D,matched,none,0.0
batch-synth-v1,TXN-5109,BNK-SBI-1109,4196.1,2026-09-01,RTGS CR-208529E-BULK PAYOUT BATCH,REF-208529E,PAY-RZP-2109,4196.1,2026-09-01,Daily automated merchant credit,PO-208529E,matched,none,0.0
batch-synth-v1,TXN-5110,BNK-KOTAK-1110,6569.72,2026-09-08,ACH CR-649525F-SUBSCRIPTION POOL-Enterprise,REF-649525F,PAY-RZP-2110,6569.72,2026-09-08,Recurring subscription payout batch,PO-649525F,matched,none,0.0
batch-synth-v1,TXN-5111,BNK-SBI-1111,71467.89,2026-09-11,UPI CR-154909G-INSTANT SETTLEMENT,REF-154909G,PO-RZP-2111,71467.89,2026-09-11,Daily automated merchant credit,PO-154909G,matched,none,0.0
batch-synth-v1,TXN-5112,BNK-HDFC-1112,17120.29,2026-09-05,UPI CR-858889H-INSTANT SETTLEMENT,REF-858889H,PO-RZP-2112,3666.94,2026-09-13,Unrelated ad-hoc vendor settlement,PO-795847Z,mismatched,orphaned_bank_record,0.0
batch-synth-v1,TXN-5113,BNK-SBI-1113,48517.48,2026-09-10,RTGS CR-188834I-BULK PAYOUT BATCH,REF-188834I,PO-RZP-2113,48517.48,2026-09-10,Recurring subscription payout batch,PO-188834I,matched,none,0.0
batch-synth-v1,TXN-5114,BNK-SBI-1114,69326.48,2026-09-11,UPI CR-197992J-INSTANT SETTLEMENT,REF-197992J,GW-RZP-2114,69326.48,2026-09-11,Daily automated merchant credit,PO-197992J,matched,none,0.0
batch-synth-v1,TXN-5115,BNK-KOTAK-1115,8067.22,2026-09-04,TRANSFER-903373K-DAILY SETTLEMENT SWEEP,REF-903373K,PO-RZP-2115,8067.22,2026-09-04,Gateway settlement auto-sweep Vendor,PO-903373K,matched,none,0.0
batch-synth-v1,TXN-5116,BNK-ICICI-1116,21188.5,2026-09-02,ACH CR-908320L-SUBSCRIPTION POOL-Subscription,REF-908320L,GW-RZP-2116,18125.3,2026-09-02,Daily automated merchant credit,PO-908320L,mismatched,unexplained_amount_delta,0.0
batch-synth-v1,TXN-5117,BNK-KOTAK-1117,4930.73,2026-09-12,IMPS INWARD-755087M-MERCHANT DISBURSEMENT,REF-755087M,PO-RZP-2117,4930.73,2026-09-12,Daily automated merchant credit,PO-755087M,matched,none,0.0
batch-synth-v1,TXN-5118,BNK-HDFC-1118,18129.85,2026-09-08,UPI CR-398768N-INSTANT SETTLEMENT,REF-398768N,PO-RZP-2118,18129.85,2026-09-08,Customer checkout collection settlement,PO-398768N,matched,none,0.0
batch-synth-v1,TXN-5119,BNK-KOTAK-1119,20311.28,2026-09-08,RTGS CR-303440O-BULK PAYOUT BATCH,REF-303440O,GW-RZP-2119,20311.28,2026-09-08,Daily automated merchant credit,PO-303440O,matched,none,0.0
batch-synth-v1,TXN-5120,BNK-AXIS-1120,50119.65,2026-09-03,ACH CR-309398P-SUBSCRIPTION POOL-B2B Services,REF-309398P,PO-RZP-2120,50119.65,2026-09-03,Gateway settlement auto-sweep B2B Services,PO-309398P,matched,none,0.0
batch-synth-v1,TXN-5121,BNK-HDFC-1121,9594.7,2026-09-15,ACH CR-845957Q-SUBSCRIPTION POOL-SaaS,REF-845957Q,PAY-RZP-2121,9594.7,2026-09-15,Razorpay payout SaaS settlement batch,PO-845957Q,matched,none,0.0
batch-synth-v1,TXN-5122,BNK-HDFC-1122,22680.0,2026-09-03,NEFT CR-558723R-RAZORPAY SETTLEMENT-B2B Services,REF-558723R,GW-RZP-2122,22680.0,2026-09-03,Gateway settlement auto-sweep B2B Services,PO-558723R,matched,none,0.0
batch-synth-v1,TXN-5123,BNK-SBI-1123,10213.12,2026-09-06,NEFT CR-504924S-RAZORPAY SETTLEMENT-E-Commerce,REF-504924S,GW-RZP-2123,10213.12,2026-09-06,Merchant disbursement net of platform fees,PO-504924S,matched,none,0.0
batch-synth-v1,TXN-5124,BNK-HDFC-1124,63997.64,2026-09-13,NEFT CR-244283T-RAZORPAY SETTLEMENT-E-Commerce,REF-244283T,PO-RZP-2124,63997.64,2026-09-14,Merchant disbursement net of platform fees,PO-244283T,flagged,settlement_date_drift,0.0
batch-synth-v1,TXN-5125,BNK-AXIS-1125,2441.03,2026-09-05,IMPS INWARD-975522U-MERCHANT DISBURSEMENT,REF-975522U,PAY-RZP-2125,2441.03,2026-09-05,Recurring subscription payout batch,PO-975522U,matched,none,0.0
batch-synth-v1,TXN-5126,BNK-HDFC-1126,3485.28,2026-09-04,ACH CR-769989V-SUBSCRIPTION POOL-Enterprise,REF-769989V,PO-RZP-2126,3440.37,2026-09-04,Customer checkout collection settlement,PO-769989V,flagged,gateway_fee_deduction,44.91
batch-synth-v1,TXN-5127,BNK-KOTAK-1127,13126.71,2026-09-04,RTGS CR-250551W-BULK PAYOUT BATCH,REF-250551W,PAY-RZP-2127,10263.77,2026-09-04,Customer checkout collection settlement,PO-250551W,mismatched,unexplained_amount_delta,0.0
batch-synth-v1,TXN-5128,BNK-KOTAK-1128,16871.27,2026-09-09,ACH CR-170966X-SUBSCRIPTION POOL-Vendor,REF-170966X,PO-RZP-2128,16871.27,2026-09-09,Recurring subscription payout batch,PO-170966X,matched,none,0.0
batch-synth-v1,TXN-5129,BNK-AXIS-1129,9978.59,2026-09-06,NEFT CR-883618Y-RAZORPAY SETTLEMENT-Vendor,REF-883618Y,PO-RZP-2129,9831.32,2026-09-06,Merchant disbursement net of platform fees,PO-883618Y,flagged,gateway_fee_deduction,147.27
batch-synth-v1,TXN-5130,BNK-KOTAK-1130,46137.94,2026-09-06,IMPS INWARD-774020Z-MERCHANT DISBURSEMENT,REF-774020Z,PAY-RZP-2130,46137.94,2026-09-06,Daily automated merchant credit,PO-774020Z,matched,none,0.0
batch-synth-v1,TXN-5131,BNK-AXIS-1131,3803.89,2026-09-12,NEFT CR-579911A-RAZORPAY SETTLEMENT-B2B Services,REF-579911A,PAY-RZP-2131,3803.89,2026-09-12,Merchant disbursement net of platform fees,PO-579911A,matched,none,0.0
batch-synth-v1,TXN-5132,BNK-HDFC-1132,43604.55,2026-09-07,TRANSFER-669408B-DAILY SETTLEMENT SWEEP,REF-669408B,GW-RZP-2132,43604.55,2026-09-07,Merchant disbursement net of platform fees,PO-669408B,matched,none,0.0
batch-synth-v1,TXN-5133,BNK-ICICI-1133,19630.62,2026-09-14,RTGS CR-448048C-BULK PAYOUT BATCH,REF-448048C,PO-RZP-2133,19630.62,2026-09-14,Razorpay payout D2C settlement batch,PO-448048C,matched,none,0.0
batch-synth-v1,TXN-5134,BNK-AXIS-1134,48198.69,2026-09-03,TRANSFER-825686D-DAILY SETTLEMENT SWEEP,REF-825686D,PO-RZP-2134,48198.69,2026-09-03,Merchant disbursement net of platform fees,PO-825686D,matched,none,0.0
batch-synth-v1,TXN-5135,BNK-HDFC-1135,11049.88,2026-09-14,RTGS CR-671971E-BULK PAYOUT BATCH,REF-671971E,PAY-RZP-2135,10459.59,2026-09-14,Merchant disbursement net of platform fees,PO-671971E,mismatched,unexplained_amount_delta,0.0
batch-synth-v1,TXN-5136,BNK-SBI-1136,66385.89,2026-09-06,UPI CR-144412F-INSTANT SETTLEMENT,REF-144412F,PO-RZP-2136,66385.89,2026-09-06,Merchant disbursement net of platform fees,PO-144412F,matched,none,0.0
batch-synth-v1,TXN-5137,BNK-SBI-1137,97381.79,2026-09-11,ACH CR-480959G-SUBSCRIPTION POOL-Enterprise,REF-480959G,PAY-RZP-2137,97381.79,2026-09-11,Daily automated merchant credit,PO-480959G,matched,none,0.0
batch-synth-v1,TXN-5138,BNK-HDFC-1138,51290.37,2026-09-03,UPI CR-347459H-INSTANT SETTLEMENT,REF-347459H,GW-RZP-2138,51290.37,2026-09-03,Merchant disbursement net of platform fees,PO-347459H,matched,none,0.0
batch-synth-v1,TXN-5139,BNK-AXIS-1139,4259.24,2026-09-08,TRANSFER-490084I-DAILY SETTLEMENT SWEEP,REF-490084I,PAY-RZP-2139,4259.24,2026-09-08,Razorpay payout Vendor settlement batch,PO-490084I,matched,none,0.0
batch-synth-v1,TXN-5140,BNK-KOTAK-1140,16414.24,2026-09-04,UPI CR-127172J-INSTANT SETTLEMENT,REF-127172J,PO-RZP-2140,16414.24,2026-09-04,Gateway settlement auto-sweep SaaS,PO-127172J,matched,none,0.0
batch-synth-v1,TXN-5141,BNK-KOTAK-1141,71497.87,2026-09-12,ACH CR-324993K-SUBSCRIPTION POOL-Enterprise,REF-324993K,PO-RZP-2141,71497.87,2026-09-12,Merchant disbursement net of platform fees,PO-324993K,matched,none,0.0
batch-synth-v1,TXN-5142,BNK-ICICI-1142,2314.27,2026-09-03,NEFT CR-566732L-RAZORPAY SETTLEMENT-D2C,REF-566732L,GW-RZP-2142,2314.27,2026-09-03,Daily automated merchant credit,PO-566732L,matched,none,0.0
batch-synth-v1,TXN-5143,BNK-SBI-1143,13783.2,2026-09-15,IMPS INWARD-992717M-MERCHANT DISBURSEMENT,REF-992717M,PAY-RZP-2143,13783.2,2026-09-15,Daily automated merchant credit,PO-992717M,matched,none,0.0
batch-synth-v1,TXN-5144,BNK-SBI-1144,24635.75,2026-09-13,TRANSFER-348235N-DAILY SETTLEMENT SWEEP,REF-348235N,PAY-RZP-2144,24635.75,2026-09-13,Razorpay payout E-Commerce settlement batch,PO-348235N,matched,none,0.0
batch-synth-v1,TXN-5145,BNK-KOTAK-1145,20189.71,2026-09-09,NEFT CR-741674O-RAZORPAY SETTLEMENT-E-Commerce,REF-741674O,PAY-RZP-2145,20189.71,2026-09-09,Razorpay payout E-Commerce settlement batch,PO-741674O,matched,none,0.0
batch-synth-v1,TXN-5146,BNK-AXIS-1146,71149.87,2026-09-14,IMPS INWARD-177333P-MERCHANT DISBURSEMENT,REF-177333P,PAY-RZP-2146,71149.87,2026-09-14,Merchant disbursement net of platform fees,PO-177333P,matched,none,0.0
batch-synth-v1,TXN-5147,BNK-AXIS-1147,77677.61,2026-09-13,ACH CR-770872Q-SUBSCRIPTION POOL-Subscription,REF-770872Q,PO-RZP-2147,77677.61,2026-09-13,Gateway settlement auto-sweep Subscription,PO-770872Q,matched,none,0.0
batch-synth-v1,TXN-5148,BNK-AXIS-1148,32449.67,2026-09-03,IMPS INWARD-272655R-MERCHANT DISBURSEMENT,REF-272655R,PAY-RZP-2148,32449.67,2026-09-03,Merchant disbursement net of platform fees,PO-272655R,matched,none,0.0
batch-synth-v1,TXN-5149,BNK-SBI-1149,40036.32,2026-09-11,IMPS INWARD-387782S-MERCHANT DISBURSEMENT,REF-387782S,PAY-RZP-2149,40036.32,2026-09-12,Daily automated merchant credit,PO-387782S,flagged,settlement_date_drift,0.0
batch-synth-v1,TXN-5150,BNK-ICICI-1150,64523.97,2026-09-12,ACH CR-454019T-SUBSCRIPTION POOL-Subscription,REF-454019T,PAY-RZP-2150,64523.97,2026-09-12,Razorpay payout Subscription settlement batch,PO-454019T,matched,none,0.0
batch-synth-v1,TXN-5151,BNK-HDFC-1151,40879.35,2026-09-04,TRANSFER-699929U-DAILY SETTLEMENT SWEEP,REF-699929U,GW-RZP-2151,40879.35,2026-09-04,Recurring subscription payout batch,PO-699929U,matched,none,0.0
batch-synth-v1,TXN-5152,BNK-AXIS-1152,16226.73,2026-09-05,UPI CR-356773V-INSTANT SETTLEMENT,REF-356773V,PAY-RZP-2152,16226.73,2026-09-05,Customer checkout collection settlement,PO-356773V,matched,none,0.0
batch-synth-v1,TXN-5153,BNK-AXIS-1153,49937.3,2026-09-08,ACH CR-456717W-SUBSCRIPTION POOL-E-Commerce,REF-456717W,GW-RZP-2153,49937.3,2026-09-08,Gateway settlement auto-sweep E-Commerce,PO-456717W,matched,none,0.0
batch-synth-v1,TXN-5154,BNK-SBI-1154,48923.0,2026-09-13,ACH CR-639995X-SUBSCRIPTION POOL-Vendor,REF-639995X,PAY-RZP-2154,122307.5,2026-09-21,Legacy customer refund without bank tag,PO-589131X,mismatched,orphaned_gateway_record,0.0
batch-synth-v1,TXN-5155,BNK-SBI-1155,2871.89,2026-09-05,TRANSFER-745270Y-DAILY SETTLEMENT SWEEP,REF-745270Y,PO-RZP-2155,2871.89,2026-09-05,Gateway settlement auto-sweep Enterprise,PO-745270Y,matched,none,0.0
batch-synth-v1,TXN-5156,BNK-SBI-1156,34560.54,2026-09-09,RTGS CR-622987Z-BULK PAYOUT BATCH,REF-622987Z,PAY-RZP-2156,34560.54,2026-09-09,Customer checkout collection settlement,PO-622987Z,matched,none,0.0
batch-synth-v1,TXN-5157,BNK-HDFC-1157,24183.82,2026-09-04,NEFT CR-470037A-RAZORPAY SETTLEMENT-Subscription,REF-470037A,PO-RZP-2157,24183.82,2026-09-04,Razorpay payout Subscription settlement batch,PO-470037A,matched,none,0.0
batch-synth-v1,TXN-5158,BNK-AXIS-1158,53235.21,2026-09-09,NEFT CR-988324B-RAZORPAY SETTLEMENT-SaaS,REF-988324B,PAY-RZP-2158,53235.21,2026-09-09,Customer checkout collection settlement,PO-988324B,matched,none,0.0
batch-synth-v1,TXN-5159,BNK-SBI-1159,10379.72,2026-09-01,ACH CR-153642C-SUBSCRIPTION POOL-Enterprise,REF-153642C,PAY-RZP-2159,3943.98,2026-09-07,Unrelated ad-hoc vendor settlement,PO-177103Z,mismatched,orphaned_bank_record,0.0
batch-synth-v1,TXN-5160,BNK-KOTAK-1160,84345.44,2026-09-11,IMPS INWARD-224582D-MERCHANT DISBURSEMENT,REF-224582D,PO-RZP-2160,84345.44,2026-09-13,Razorpay payout Subscription settlement batch,PO-224582D,flagged,settlement_date_drift,0.0
batch-synth-v1,TXN-5161,BNK-KOTAK-1161,55547.35,2026-09-09,NEFT CR-147504E-RAZORPAY SETTLEMENT-SaaS,REF-147504E,PO-RZP-2161,55547.35,2026-09-09,Gateway settlement auto-sweep SaaS,PO-147504E,matched,none,0.0
batch-synth-v1,TXN-5162,BNK-AXIS-1162,15353.38,2026-09-09,ACH CR-443897F-SUBSCRIPTION POOL-E-Commerce,REF-443897F,PAY-RZP-2162,15353.38,2026-09-09,Merchant disbursement net of platform fees,PO-443897F,matched,none,0.0
batch-synth-v1,TXN-5163,BNK-AXIS-1163,45182.41,2026-09-14,TRANSFER-658198G-DAILY SETTLEMENT SWEEP,REF-658198G,PAY-RZP-2163,44531.86,2026-09-15,Daily automated merchant credit,PO-658198G,flagged,fee_and_date_drift,650.55
batch-synth-v1,TXN-5164,BNK-SBI-1164,10705.24,2026-09-05,UPI CR-860557H-INSTANT SETTLEMENT,REF-860557H,PAY-RZP-2164,10705.24,2026-09-05,Daily automated merchant credit,PO-860557H,matched,none,0.0
batch-synth-v1,TXN-5165,BNK-KOTAK-1165,16561.98,2026-09-13,IMPS INWARD-705693I-MERCHANT DISBURSEMENT,REF-705693I,PO-RZP-2165,16561.98,2026-09-13,Daily automated merchant credit,PO-705693I,matched,none,0.0
batch-synth-v1,TXN-5166,BNK-KOTAK-1166,15911.12,2026-09-10,TRANSFER-982027J-DAILY SETTLEMENT SWEEP,REF-982027J,PO-RZP-2166,15911.12,2026-09-10,Gateway settlement auto-sweep B2B Services,PO-982027J,matched,none,0.0
batch-synth-v1,TXN-5167,BNK-HDFC-1167,26136.24,2026-09-06,TRANSFER-258787K-DAILY SETTLEMENT SWEEP,REF-258787K,PAY-RZP-2167,26136.24,2026-09-06,Daily automated merchant credit,PO-258787K,matched,none,0.0
batch-synth-v1,TXN-5168,BNK-AXIS-1168,229014.92,2026-09-12,UPI CR-165306L-INSTANT SETTLEMENT,REF-165306L,PAY-RZP-2168,5828.42,2026-09-21,Unrelated ad-hoc vendor settlement,PO-601608Z,mismatched,orphaned_bank_record,0.0
batch-synth-v1,TXN-5169,BNK-AXIS-1169,56987.62,2026-09-09,UPI CR-808699M-INSTANT SETTLEMENT,REF-808699M,PO-RZP-2169,142469.05000000002,2026-09-21,Legacy customer refund without bank tag,PO-301603X,mismatched,orphaned_gateway_record,0.0
batch-synth-v1,TXN-5170,BNK-SBI-1170,23566.4,2026-09-05,UPI CR-403042N-INSTANT SETTLEMENT,REF-403042N,PAY-RZP-2170,10604.88,2026-09-08,Gateway settlement auto-sweep B2B Services,PO-432441M,mismatched,severe_mismatch,0.0
batch-synth-v1,TXN-5171,BNK-SBI-1171,41407.45,2026-09-02,ACH CR-809489O-SUBSCRIPTION POOL-Subscription,REF-809489O,PAY-RZP-2171,41407.45,2026-09-02,Customer checkout collection settlement,PO-809489O,matched,none,0.0
batch-synth-v1,TXN-5172,BNK-SBI-1172,7546.94,2026-09-12,TRANSFER-463188P-DAILY SETTLEMENT SWEEP,REF-463188P,GW-RZP-2172,7546.94,2026-09-12,Daily automated merchant credit,PO-463188P,matched,none,0.0
batch-synth-v1,TXN-5173,BNK-AXIS-1173,13695.16,2026-09-15,RTGS CR-829988Q-BULK PAYOUT BATCH,REF-829988Q,GW-RZP-2173,13695.16,2026-09-15,Gateway settlement auto-sweep Subscription,PO-829988Q,matched,none,0.0
batch-synth-v1,TXN-5174,BNK-KOTAK-1174,6440.22,2026-09-11,UPI CR-336633R-INSTANT SETTLEMENT,REF-336633R,PAY-RZP-2174,5764.38,2026-09-11,Gateway settlement auto-sweep Subscription,PO-336633R,mismatched,unexplained_amount_delta,0.0
batch-synth-v1,TXN-5175,BNK-AXIS-1175,82871.13,2026-09-15,UPI CR-526673S-INSTANT SETTLEMENT,REF-526673S,GW-RZP-2175,82871.13,2026-09-15,Customer checkout collection settlement,PO-526673S,matched,none,0.0
batch-synth-v1,TXN-5176,BNK-ICICI-1176,16324.5,2026-09-15,UPI CR-193806T-INSTANT SETTLEMENT,REF-193806T,PO-RZP-2176,16324.5,2026-09-15,Recurring subscription payout batch,PO-193806T,matched,none,0.0
batch-synth-v1,TXN-5177,BNK-KOTAK-1177,235682.9,2026-09-03,IMPS INWARD-978292U-MERCHANT DISBURSEMENT,REF-978292U,PAY-RZP-2177,235682.9,2026-09-05,Razorpay payout Enterprise settlement batch,PO-978292U,flagged,settlement_date_drift,0.0
batch-synth-v1,TXN-5178,BNK-SBI-1178,14415.07,2026-09-02,TRANSFER-398384V-DAILY SETTLEMENT SWEEP,REF-398384V,GW-RZP-2178,14415.07,2026-09-02,Daily automated merchant credit,PO-398384V,matched,none,0.0
batch-synth-v1,TXN-5179,BNK-ICICI-1179,5223.88,2026-09-02,UPI CR-270387W-INSTANT SETTLEMENT,REF-270387W,PAY-RZP-2179,5223.88,2026-09-02,Customer checkout collection settlement,PO-270387W,matched,none,0.0
batch-synth-v1,TXN-5180,BNK-ICICI-1180,59066.87,2026-09-13,ACH CR-284019X-SUBSCRIPTION POOL-E-Commerce,REF-284019X,GW-RZP-2180,59066.87,2026-09-13,Daily automated merchant credit,PO-284019X,matched,none,0.0
batch-synth-v1,TXN-5181,BNK-AXIS-1181,10320.41,2026-09-02,TRANSFER-247442Y-DAILY SETTLEMENT SWEEP,REF-247442Y,PAY-RZP-2181,10196.0,2026-09-02,Merchant disbursement net of platform fees,PO-247442Y,flagged,gateway_fee_deduction,124.41
batch-synth-v1,TXN-5182,BNK-ICICI-1182,134821.06,2026-09-12,RTGS CR-111991Z-BULK PAYOUT BATCH,REF-111991Z,PO-RZP-2182,134821.06,2026-09-12,Daily automated merchant credit,PO-111991Z,matched,none,0.0
batch-synth-v1,TXN-5183,BNK-ICICI-1183,34583.01,2026-09-11,RTGS CR-837733A-BULK PAYOUT BATCH,REF-837733A,GW-RZP-2183,34583.01,2026-09-11,Daily automated merchant credit,PO-837733A,matched,none,0.0
batch-synth-v1,TXN-5184,BNK-SBI-1184,33014.13,2026-09-03,ACH CR-884056B-SUBSCRIPTION POOL-Enterprise,REF-884056B,PO-RZP-2184,33014.13,2026-09-03,Merchant disbursement net of platform fees,PO-884056B,matched,none,0.0
batch-synth-v1,TXN-5185,BNK-KOTAK-1185,74536.21,2026-09-13,ACH CR-813390C-SUBSCRIPTION POOL-E-Commerce,REF-813390C,PO-RZP-2185,73375.38,2026-09-15,Razorpay payout E-Commerce settlement batch,PO-813390C,flagged,fee_and_date_drift,1160.83
batch-synth-v1,TXN-5186,BNK-KOTAK-1186,13917.41,2026-09-09,ACH CR-700521D-SUBSCRIPTION POOL-E-Commerce,REF-700521D,GW-RZP-2186,13917.41,2026-09-09,Gateway settlement auto-sweep E-Commerce,PO-700521D,matched,none,0.0
batch-synth-v1,TXN-5187,BNK-SBI-1187,17167.23,2026-09-12,NEFT CR-612573E-RAZORPAY SETTLEMENT-Subscription,REF-612573E,PAY-RZP-2187,17167.23,2026-09-12,Recurring subscription payout batch,PO-612573E,matched,none,0.0
batch-synth-v1,TXN-5188,BNK-HDFC-1188,10677.9,2026-09-10,TRANSFER-685941F-DAILY SETTLEMENT SWEEP,REF-685941F,PO-RZP-2188,10677.9,2026-09-11,Daily automated merchant credit,PO-685941F,flagged,settlement_date_drift,0.0
batch-synth-v1,TXN-5189,BNK-SBI-1189,27717.39,2026-09-06,ACH CR-166857G-SUBSCRIPTION POOL-D2C,REF-166857G,GW-RZP-2189,27717.39,2026-09-06,Razorpay payout D2C settlement batch,PO-166857G,matched,none,0.0
batch-synth-v1,TXN-5190,BNK-AXIS-1190,4909.54,2026-09-03,UPI CR-772687H-INSTANT SETTLEMENT,REF-772687H,GW-RZP-2190,4909.54,2026-09-03,Daily automated merchant credit,PO-772687H,matched,none,0.0
batch-synth-v1,TXN-5191,BNK-SBI-1191,22969.32,2026-09-07,UPI CR-184148I-INSTANT SETTLEMENT,REF-184148I,PO-RZP-2191,22969.32,2026-09-07,Daily automated merchant credit,PO-184148I,matched,none,0.0
batch-synth-v1,TXN-5192,BNK-SBI-1192,13662.83,2026-09-09,IMPS INWARD-863214J-MERCHANT DISBURSEMENT,REF-863214J,GW-RZP-2192,13662.83,2026-09-09,Razorpay payout E-Commerce settlement batch,PO-863214J,matched,none,0.0
batch-synth-v1,TXN-5193,BNK-SBI-1193,56916.02,2026-09-14,TRANSFER-359535K-DAILY SETTLEMENT SWEEP,REF-359535K,PO-RZP-2193,56916.02,2026-09-14,Merchant disbursement net of platform fees,PO-359535K,matched,none,0.0
batch-synth-v1,TXN-5194,BNK-SBI-1194,31770.68,2026-09-13,ACH CR-539605L-SUBSCRIPTION POOL-D2C,REF-539605L,GW-RZP-2194,31770.68,2026-09-13,Razorpay payout D2C settlement batch,PO-539605L,matched,none,0.0
batch-synth-v1,TXN-5195,BNK-ICICI-1195,1322.62,2026-09-10,NEFT CR-837449M-RAZORPAY SETTLEMENT-D2C,REF-837449M,GW-RZP-2195,100.0,2026-09-10,Gateway settlement auto-sweep D2C,PO-837449M,mismatched,unexplained_amount_delta,0.0
batch-synth-v1,TXN-5196,BNK-KOTAK-1196,33408.13,2026-09-05,UPI CR-955413N-INSTANT SETTLEMENT,REF-955413N,GW-RZP-2196,33408.13,2026-09-05,Recurring subscription payout batch,PO-955413N,matched,none,0.0
batch-synth-v1,TXN-5197,BNK-KOTAK-1197,39214.24,2026-09-15,ACH CR-792282O-SUBSCRIPTION POOL-E-Commerce,REF-792282O,PAY-RZP-2197,39214.24,2026-09-17,Gateway settlement auto-sweep E-Commerce,PO-792282O,flagged,settlement_date_drift,0.0
batch-synth-v1,TXN-5198,BNK-HDFC-1198,79694.66,2026-09-11,ACH CR-547952P-SUBSCRIPTION POOL-D2C,REF-547952P,PAY-RZP-2198,79694.66,2026-09-11,Customer checkout collection settlement,PO-547952P,matched,none,0.0
batch-synth-v1,TXN-5199,BNK-SBI-1199,44124.07,2026-09-07,RTGS CR-256466Q-BULK PAYOUT BATCH,REF-256466Q,PAY-RZP-2199,44124.07,2026-09-07,Customer checkout collection settlement,PO-256466Q,matched,none,0.0
batch-synth-v1,TXN-5200,BNK-KOTAK-1200,6020.94,2026-09-14,TRANSFER-251363R-DAILY SETTLEMENT SWEEP,REF-251363R,PO-RZP-2200,5928.81,2026-09-16,Razorpay payout D2C settlement batch,PO-251363R,flagged,fee_and_date_drift,92.13
batch-synth-v1,TXN-5201,BNK-ICICI-1201,5481.75,2026-09-11,RTGS CR-571635S-BULK PAYOUT BATCH,REF-571635S,PO-RZP-2201,989.6,2026-09-18,Unrelated ad-hoc vendor settlement,PO-806396Z,mismatched,orphaned_bank_record,0.0
batch-synth-v1,TXN-5202,BNK-HDFC-1202,65287.03,2026-09-04,RTGS CR-319036T-BULK PAYOUT BATCH,REF-319036T,GW-RZP-2202,64392.96,2026-09-04,Merchant disbursement net of platform fees,PO-319036T,flagged,gateway_fee_deduction,894.07
batch-synth-v1,TXN-5203,BNK-HDFC-1203,39555.59,2026-09-10,TRANSFER-314447U-DAILY SETTLEMENT SWEEP,REF-314447U,PAY-RZP-2203,39555.59,2026-09-10,Gateway settlement auto-sweep D2C,PO-314447U,matched,none,0.0
batch-synth-v1,TXN-5204,BNK-SBI-1204,16393.67,2026-09-05,ACH CR-477114V-SUBSCRIPTION POOL-Vendor,REF-477114V,PO-RZP-2204,16393.67,2026-09-05,Customer checkout collection settlement,PO-477114V,matched,none,0.0
batch-synth-v1,TXN-5205,BNK-HDFC-1205,21073.41,2026-09-15,RTGS CR-488712W-BULK PAYOUT BATCH,REF-488712W,PAY-RZP-2205,21073.41,2026-09-15,Customer checkout collection settlement,PO-488712W,matched,none,0.0
batch-synth-v1,TXN-5206,BNK-KOTAK-1206,58198.69,2026-09-10,TRANSFER-854987X-DAILY SETTLEMENT SWEEP,REF-854987X,GW-RZP-2206,58198.69,2026-09-10,Merchant disbursement net of platform fees,PO-854987X,matched,none,0.0
batch-synth-v1,TXN-5207,BNK-ICICI-1207,14459.84,2026-09-04,UPI CR-677390Y-INSTANT SETTLEMENT,REF-677390Y,PO-RZP-2207,14459.84,2026-09-04,Daily automated merchant credit,PO-677390Y,matched,none,0.0
batch-synth-v1,TXN-5208,BNK-SBI-1208,54435.73,2026-09-03,RTGS CR-933592Z-BULK PAYOUT BATCH,REF-933592Z,PO-RZP-2208,53468.81,2026-09-03,Gateway settlement auto-sweep D2C,PO-933592Z,flagged,gateway_fee_deduction,966.92
batch-synth-v1,TXN-5209,BNK-ICICI-1209,171450.83,2026-09-14,UPI CR-177941A-INSTANT SETTLEMENT,REF-177941A,PAY-RZP-2209,171450.83,2026-09-14,Razorpay payout B2B Services settlement batch,PO-177941A,matched,none,0.0
batch-synth-v1,TXN-5210,BNK-AXIS-1210,67430.17,2026-09-01,TRANSFER-630299B-DAILY SETTLEMENT SWEEP,REF-630299B,GW-RZP-2210,67430.17,2026-09-01,Merchant disbursement net of platform fees,PO-630299B,matched,none,0.0
batch-synth-v1,TXN-5211,BNK-KOTAK-1211,53992.25,2026-09-08,ACH CR-106933C-SUBSCRIPTION POOL-SaaS,REF-106933C,PAY-RZP-2211,53992.25,2026-09-08,Recurring subscription payout batch,PO-106933C,matched,none,0.0
