record_id,merchant,category,rail,bank,gateway,gross_amount,fee_amount,bank_amount,gateway_amount,bank_date,gateway_date,bank_ref,gateway_ref,bank_desc,gateway_desc,status,anomaly_flag,anomaly_category
TXN-10K-01827,Freshworks SaaS Cloud,SaaS,Debit Card,KOTAK,PayU,6144.28,151.8,6144.28,4794.65,2026-08-17 14:38:00,2026-08-17 14:38:00,REF-FRSH8227406,PO-FRSH8227406,DEBIT CR-FRSH8227406-PAYU-SETTLEMENT-Freshworks SaaS Cloud,Debit collection clearance sweep FRSH8227406,mismatched,True,amount_discrepancy
TXN-10K-01828,Zomato Logistics Payouts,Logistics,Credit Card,AXIS,Razorpay,61702.25,1137.5,61702.25,60564.75,2026-09-04 14:51:00,2026-09-04 14:51:00,REF-ZMT2773203,PO-ZMT2773203,CARD SETTLE-ZMT2773203-RAZORPAY-POS DISBURSE-Zomato Logistics Payouts,Card settlement net of gateway interchange ZMT2773203,matched,False,matched_clean
TXN-10K-01829,Cleartrip Flights & Hotels,Travel,UPI,HDFC,Cashfree,13973.7,32.98,13973.7,13940.72,2026-09-04 11:51:00,2026-09-04 11:51:00,REF-CLRT4946181,PO-CLRT4946181,UPI CR-CLRT4946181-CASHFREE-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT4946181,matched,False,matched_clean
TXN-10K-01830,Swiggy Instamart Fleet,Quick Commerce,NetBanking,KOTAK,PayU,162053.2,3846.78,162053.2,158206.42,2026-08-07 00:10:00,2026-08-07 00:10:00,REF-SWG1376030,PO-SWG1376030,NB CR-SWG1376030-PAYU-DIRECT DISBURSE-Swiggy Instamart Fleet,Internet banking settlement net of fee SWG1376030,matched,False,matched_clean
TXN-10K-01831,Swiggy Instamart Fleet,Quick Commerce,Debit Card,SBI,Razorpay,64033.36,1294.24,64033.36,62739.12,2026-09-04 22:37:00,2026-09-04 22:37:00,REF-SWG5362675,PO-SWG5362675,DEBIT CR-SWG5362675-RAZORPAY-SETTLEMENT-Swiggy Instamart Fleet,Debit collection clearance sweep SWG5362675,matched,False,matched_clean
TXN-10K-01832,Freshworks SaaS Cloud,SaaS,Credit Card,AXIS,Cashfree,55623.48,1431.36,55623.48,54192.12,2026-08-16 04:29:00,2026-08-16 04:29:00,REF-FRSH8387907,PO-FRSH8387907,CARD SETTLE-FRSH8387907-CASHFREE-POS DISBURSE-Freshworks SaaS Cloud,Card settlement net of gateway interchange FRSH8387907,matched,False,matched_clean
TXN-10K-01833,Dunzo Quick Commerce,E-Commerce,UPI,KOTAK,Stripe,531.54,1.25,531.54,530.29,2026-09-04 10:35:00,2026-09-04 10:35:00,REF-DNZ8026089,PO-DNZ8026089,UPI CR-DNZ8026089-STRIPE-COLLECTION-Dunzo Quick Commerce,UPI instant merchant payout batch DNZ8026089,matched,False,matched_clean
TXN-10K-01834,Infosys Contractor Payroll,Enterprise,NetBanking,HDFC,Stripe,71543.73,1320.4,71543.73,70223.33,2026-08-06 19:13:00,2026-08-06 19:13:00,REF-INFY7765068,PO-INFY7765068,NB CR-INFY7765068-STRIPE-DIRECT DISBURSE-Infosys Contractor Payroll,Internet banking settlement net of fee INFY7765068,matched,False,matched_clean
TXN-10K-01835,Freshworks SaaS Cloud,SaaS,Credit Card,ICICI,PayU,44773.73,999.48,44773.73,43774.25,2026-08-12 05:28:00,2026-08-12 05:28:00,REF-FRSH8104723,PO-FRSH8104723,CARD SETTLE-FRSH8104723-PAYU-POS DISBURSE-Freshworks SaaS Cloud,Card settlement net of gateway interchange FRSH8104723,matched,False,matched_clean
TXN-10K-01836,Infosys Contractor Payroll,Enterprise,Credit Card,AXIS,PayU,4891.87,95.85,4891.87,4796.02,2026-08-04 05:05:00,2026-08-04 05:05:00,REF-INFY6949892,PO-INFY6949892,CARD SETTLE-INFY6949892-PAYU-POS DISBURSE-Infosys Contractor Payroll,Card settlement net of gateway interchange INFY6949892,matched,False,matched_clean
TXN-10K-01837,Freshworks SaaS Cloud,SaaS,UPI,KOTAK,PayU,6493.17,15.33,6493.17,6477.84,2026-09-02 03:50:00,2026-09-02 03:50:00,REF-FRSH5162620,PO-FRSH5162620,UPI CR-FRSH5162620-PAYU-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH5162620,matched,False,matched_clean
TXN-10K-01838,Zerodha Securities Payout,FinTech,UPI,KOTAK,Stripe,5754.19,13.58,5754.19,5740.61,2026-08-08 00:42:00,2026-08-08 00:42:00,REF-ZRD7679985,PO-ZRD7679985,UPI CR-ZRD7679985-STRIPE-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD7679985,matched,False,matched_clean
TXN-10K-01839,Dunzo Quick Commerce,E-Commerce,Debit Card,KOTAK,PayU,22088.35,522.4,22088.35,21565.95,2026-08-25 22:05:00,2026-08-28 22:05:00,REF-DNZ5171737,PO-DNZ5171737,DEBIT CR-DNZ5171737-PAYU-SETTLEMENT-Dunzo Quick Commerce,Debit collection clearance sweep DNZ5171737,flagged,True,settlement_lag
TXN-10K-01840,Dunzo Quick Commerce,E-Commerce,Credit Card,SBI,PayU,12394.68,276.8,12394.68,12117.88,2026-08-29 09:23:00,2026-08-29 09:23:00,REF-DNZ3566062,PO-DNZ3566062,CARD SETTLE-DNZ3566062-PAYU-POS DISBURSE-Dunzo Quick Commerce,Card settlement net of gateway interchange DNZ3566062,matched,False,matched_clean
TXN-10K-01841,Cleartrip Flights & Hotels,Travel,Credit Card,ICICI,Cashfree,19145.06,338.92,19145.06,13505.37,2026-08-27 18:23:00,2026-08-27 18:23:00,REF-CLRT3098120,PO-CLRT3098120,CARD SETTLE-CLRT3098120-CASHFREE-POS DISBURSE-Cleartrip Flights & Hotels,Card settlement net of gateway interchange CLRT3098120,mismatched,True,amount_discrepancy
TXN-10K-01842,Zomato Logistics Payouts,Logistics,Credit Card,SBI,PayU,38233.49,987.81,38233.49,37245.68,2026-08-03 23:52:00,2026-08-03 23:52:00,REF-ZMT3306185,PO-ZMT3306185,CARD SETTLE-ZMT3306185-PAYU-POS DISBURSE-Zomato Logistics Payouts,Card settlement net of gateway interchange ZMT3306185,matched,False,matched_clean
TXN-10K-01843,Cleartrip Flights & Hotels,Travel,Credit Card,KOTAK,PayU,6229.46,114.85,6229.46,6114.61,2026-08-03 06:16:00,2026-08-03 06:16:00,REF-CLRT2063842,PO-CLRT2063842,CARD SETTLE-CLRT2063842-PAYU-POS DISBURSE-Cleartrip Flights & Hotels,Card settlement net of gateway interchange CLRT2063842,matched,False,matched_clean
TXN-10K-01844,Freshworks SaaS Cloud,SaaS,UPI,KOTAK,Stripe,11369.04,26.83,11369.04,11342.21,2026-08-11 15:58:00,2026-08-11 15:58:00,REF-FRSH7834693,PO-FRSH7834693,UPI CR-FRSH7834693-STRIPE-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH7834693,matched,False,matched_clean
TXN-10K-01845,Zomato Logistics Payouts,Logistics,NetBanking,AXIS,PayU,64802.58,1318.94,64802.58,63483.64,2026-08-16 10:29:00,2026-08-16 10:29:00,REF-ZMT5270011,PO-ZMT5270011,NB CR-ZMT5270011-PAYU-DIRECT DISBURSE-Zomato Logistics Payouts,Internet banking settlement net of fee ZMT5270011,matched,False,matched_clean
TXN-10K-01846,Razorpay Capital Advances,Lending,NetBanking,SBI,Razorpay,68055.33,1285.89,68055.33,66769.44,2026-08-18 19:18:00,2026-08-18 19:18:00,REF-RZPC9314653,PO-RZPC9314653,NB CR-RZPC9314653-RAZORPAY-DIRECT DISBURSE-Razorpay Capital Advances,Internet banking settlement net of fee RZPC9314653,matched,False,matched_clean
TXN-10K-01847,Freshworks SaaS Cloud,SaaS,Credit Card,AXIS,Cashfree,65630.49,1588.68,65630.49,64041.81,2026-08-19 18:20:00,2026-08-19 18:20:00,REF-FRSH1474039,PO-FRSH1474039,CARD SETTLE-FRSH1474039-CASHFREE-POS DISBURSE-Freshworks SaaS Cloud,Card settlement net of gateway interchange FRSH1474039,matched,False,matched_clean
TXN-10K-01848,Freshworks SaaS Cloud,SaaS,NetBanking,AXIS,PayU,167987.65,3944.95,167987.65,164042.7,2026-08-06 02:36:00,2026-08-06 02:36:00,REF-FRSH3126969,PO-FRSH3126969,NB CR-FRSH3126969-PAYU-DIRECT DISBURSE-Freshworks SaaS Cloud,Internet banking settlement net of fee FRSH3126969,matched,False,matched_clean
TXN-10K-01849,Swiggy Instamart Fleet,Quick Commerce,Credit Card,KOTAK,Razorpay,71784.25,1764.69,71784.25,70019.56,2026-08-01 22:40:00,2026-08-01 22:40:00,REF-SWG8746461,PO-SWG8746461,CARD SETTLE-SWG8746461-RAZORPAY-POS DISBURSE-Swiggy Instamart Fleet,Card settlement net of gateway interchange SWG8746461,matched,False,matched_clean
TXN-10K-01850,Zerodha Securities Payout,FinTech,UPI,HDFC,PayU,7827.03,18.47,7827.03,7808.56,2026-08-07 16:43:00,2026-08-07 16:43:00,REF-ZRD6476889,PO-ZRD6476889,UPI CR-ZRD6476889-PAYU-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD6476889,matched,False,matched_clean
TXN-10K-01851,Razorpay Capital Advances,Lending,Credit Card,AXIS,Cashfree,46695.35,1096.07,46695.35,45599.28,2026-09-05 06:04:00,2026-09-05 06:04:00,REF-RZPC5177120,PO-RZPC5177120,CARD SETTLE-RZPC5177120-CASHFREE-POS DISBURSE-Razorpay Capital Advances,Card settlement net of gateway interchange RZPC5177120,matched,False,matched_clean
TXN-10K-01852,Swiggy Instamart Fleet,Quick Commerce,UPI,KOTAK,PayU,7674.84,18.11,7674.84,7656.73,2026-08-21 08:30:00,2026-08-21 08:30:00,REF-SWG2514913,PO-SWG2514913,UPI CR-SWG2514913-PAYU-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG2514913,matched,False,matched_clean
TXN-10K-01853,Swiggy Instamart Fleet,Quick Commerce,Debit Card,SBI,Cashfree,4838.38,114.51,4838.38,4723.87,2026-08-09 05:56:00,2026-08-09 05:56:00,REF-SWG3261026,PO-SWG3261026,DEBIT CR-SWG3261026-CASHFREE-SETTLEMENT-Swiggy Instamart Fleet,Debit collection clearance sweep SWG3261026,matched,False,matched_clean
TXN-10K-01854,Dunzo Quick Commerce,E-Commerce,UPI,AXIS,Cashfree,13941.91,32.9,13941.91,13909.01,2026-08-03 20:59:00,2026-08-03 20:59:00,REF-DNZ2902343,PO-DNZ2902343,UPI CR-DNZ2902343-CASHFREE-COLLECTION-Dunzo Quick Commerce,UPI instant merchant payout batch DNZ2902343,matched,False,matched_clean
TXN-10K-01855,Freshworks SaaS Cloud,SaaS,UPI,AXIS,Razorpay,9000.7,21.24,9000.7,8979.46,2026-08-26 16:04:00,2026-08-26 16:04:00,REF-FRSH8067382,PO-FRSH8067382,UPI CR-FRSH8067382-RAZORPAY-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH8067382,matched,False,matched_clean
TXN-10K-01856,Razorpay Capital Advances,Lending,Credit Card,ICICI,Razorpay,20381.01,424.54,20381.01,19956.47,2026-08-25 05:27:00,2026-08-25 05:27:00,REF-RZPC1936359,PO-RZPC1936359,CARD SETTLE-RZPC1936359-RAZORPAY-POS DISBURSE-Razorpay Capital Advances,Card settlement net of gateway interchange RZPC1936359,matched,False,matched_clean
TXN-10K-01857,Dunzo Quick Commerce,E-Commerce,Debit Card,KOTAK,Cashfree,23245.05,467.75,23245.05,22777.3,2026-08-17 15:06:00,2026-08-17 15:06:00,REF-DNZ1787829,PO-DNZ1787829,DEBIT CR-DNZ1787829-CASHFREE-SETTLEMENT-Dunzo Quick Commerce,Debit collection clearance sweep DNZ1787829,matched,False,matched_clean
TXN-10K-01858,Razorpay Capital Advances,Lending,UPI,SBI,PayU,6245.34,14.74,6245.34,6230.6,2026-08-21 23:52:00,2026-08-21 23:52:00,REF-RZPC5397825,PO-RZPC5397825,UPI CR-RZPC5397825-PAYU-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC5397825,matched,False,matched_clean
TXN-10K-01859,Zerodha Securities Payout,FinTech,NetBanking,SBI,PayU,90755.13,2034.57,90755.13,88720.56,2026-08-29 20:36:00,2026-08-29 20:36:00,REF-ZRD1489629,PO-ZRD1489629,NB CR-ZRD1489629-PAYU-DIRECT DISBURSE-Zerodha Securities Payout,Internet banking settlement net of fee ZRD1489629,matched,False,matched_clean
TXN-10K-01860,Zerodha Securities Payout,FinTech,UPI,SBI,Stripe,7670.36,18.1,7670.36,7652.26,2026-08-02 23:30:00,2026-08-02 23:30:00,REF-ZRD3195396,PO-ZRD3195396,UPI CR-ZRD3195396-STRIPE-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD3195396,matched,False,matched_clean
TXN-10K-01861,Nykaa Cosmetics D2C,D2C,NetBanking,SBI,PayU,142073.84,3336.87,142073.84,138736.97,2026-08-12 23:17:00,2026-08-12 23:17:00,REF-NYK6645656,PO-NYK6645656,NB CR-NYK6645656-PAYU-DIRECT DISBURSE-Nykaa Cosmetics D2C,Internet banking settlement net of fee NYK6645656,matched,False,matched_clean
TXN-10K-01862,Razorpay Capital Advances,Lending,UPI,SBI,Cashfree,947.43,2.23,947.43,945.2,2026-08-28 14:28:00,2026-08-28 14:28:00,REF-RZPC4132944,PO-RZPC4132944,UPI CR-RZPC4132944-CASHFREE-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC4132944,matched,False,matched_clean
TXN-10K-01863,Cleartrip Flights & Hotels,Travel,NEFT/RTGS,SBI,Stripe,967920.69,0.0,967920.69,967920.69,2026-08-29 01:19:00,2026-08-29 01:19:00,REF-CLRT8951535,PO-CLRT8951535,NEFT/RTGS CR-CLRT8951535-STRIPE-TREASURY SWEEP-Cleartrip Flights & Hotels,Corporate treasury gross settlement CLRT8951535,matched,False,matched_clean
TXN-10K-01864,Cleartrip Flights & Hotels,Travel,UPI,SBI,Razorpay,1689.3,3.99,1689.3,1685.31,2026-08-12 18:35:00,2026-08-12 18:35:00,REF-CLRT2676290,PO-CLRT2676290,UPI CR-CLRT2676290-RAZORPAY-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT2676290,matched,False,matched_clean
TXN-10K-01865,Postman API Cloud,SaaS,NEFT/RTGS,SBI,PayU,57037.18,0.0,57037.18,57037.18,2026-09-04 09:30:00,2026-09-04 09:30:00,REF-POST2817775,PO-POST2817775,NEFT/RTGS CR-POST2817775-PAYU-TREASURY SWEEP-Postman API Cloud,Corporate treasury gross settlement POST2817775,matched,False,matched_clean
TXN-10K-01866,Postman API Cloud,SaaS,Debit Card,AXIS,PayU,74382.81,1422.8,74382.81,72960.01,2026-08-09 15:41:00,2026-08-09 15:41:00,REF-POST2327617,PO-POST2327617,DEBIT CR-POST2327617-PAYU-SETTLEMENT-Postman API Cloud,Debit collection clearance sweep POST2327617,matched,False,matched_clean
TXN-10K-01867,Nykaa Cosmetics D2C,D2C,NEFT/RTGS,AXIS,Razorpay,364176.69,0.0,364176.69,364094.64,2026-08-09 22:56:00,2026-08-09 22:56:00,REF-NYK5414458,PO-NYK5414458,NEFT/RTGS CR-NYK5414458-RAZORPAY-TREASURY SWEEP-Nykaa Cosmetics D2C,Corporate treasury gross settlement NYK5414458,flagged,True,fee_deduction
TXN-10K-01868,Razorpay Capital Advances,Lending,Debit Card,HDFC,Stripe,69060.71,1365.68,69060.71,67695.03,2026-08-04 15:57:00,2026-08-04 15:57:00,REF-RZPC9871152,PO-RZPC9871152,DEBIT CR-RZPC9871152-STRIPE-SETTLEMENT-Razorpay Capital Advances,Debit collection clearance sweep RZPC9871152,matched,False,matched_clean
TXN-10K-01869,Infosys Contractor Payroll,Enterprise,UPI,SBI,Stripe,10492.05,24.76,10492.05,10467.29,2026-08-26 03:10:00,2026-08-26 03:10:00,REF-INFY1806878,PO-INFY1806878,UPI CR-INFY1806878-STRIPE-COLLECTION-Infosys Contractor Payroll,UPI instant merchant payout batch INFY1806878,matched,False,matched_clean
TXN-10K-01870,Nykaa Cosmetics D2C,D2C,NEFT/RTGS,ICICI,Cashfree,1140186.2,0.0,1140186.2,1140186.2,2026-08-12 19:34:00,2026-08-12 19:34:00,REF-NYK3146086,PO-NYK3146086,NEFT/RTGS CR-NYK3146086-CASHFREE-TREASURY SWEEP-Nykaa Cosmetics D2C,Corporate treasury gross settlement NYK3146086,matched,False,matched_clean
TXN-10K-01871,Postman API Cloud,SaaS,NetBanking,ICICI,Cashfree,68355.11,1591.47,68355.11,66763.64,2026-08-18 10:36:00,2026-08-18 10:36:00,REF-POST1527400,PO-POST1527400,NB CR-POST1527400-CASHFREE-DIRECT DISBURSE-Postman API Cloud,Internet banking settlement net of fee POST1527400,matched,False,matched_clean
TXN-10K-01872,Zerodha Securities Payout,FinTech,Credit Card,SBI,Cashfree,26184.19,487.55,26184.19,25696.64,2026-08-10 15:43:00,2026-08-12 15:43:00,REF-ZRD2286876,PO-ZRD2286876,CARD SETTLE-ZRD2286876-CASHFREE-POS DISBURSE-Zerodha Securities Payout,Card settlement net of gateway interchange ZRD2286876,flagged,True,settlement_lag
TXN-10K-01873,Infosys Contractor Payroll,Enterprise,Credit Card,SBI,PayU,47014.3,1182.11,47014.3,45832.19,2026-08-07 00:23:00,2026-08-07 00:23:00,REF-INFY8354936,PO-INFY8354936,CARD SETTLE-INFY8354936-PAYU-POS DISBURSE-Infosys Contractor Payroll,Card settlement net of gateway interchange INFY8354936,matched,False,matched_clean
TXN-10K-01874,Zomato Logistics Payouts,Logistics,Credit Card,ICICI,Cashfree,51274.64,920.57,51274.64,50280.79,2026-08-12 01:42:00,2026-08-12 01:42:00,REF-ZMT3847446,PO-ZMT3847446,CARD SETTLE-ZMT3847446-CASHFREE-POS DISBURSE-Zomato Logistics Payouts,Card settlement net of gateway interchange ZMT3847446,flagged,True,fee_deduction
TXN-10K-01875,Razorpay Capital Advances,Lending,NetBanking,ICICI,Razorpay,66885.28,1626.51,66885.28,65258.77,2026-08-02 07:21:00,2026-08-02 07:21:00,REF-RZPC2019689,PO-RZPC2019689,NB CR-RZPC2019689-RAZORPAY-DIRECT DISBURSE-Razorpay Capital Advances,Internet banking settlement net of fee RZPC2019689,matched,False,matched_clean
TXN-10K-01876,Razorpay Capital Advances,Lending,UPI,ICICI,Razorpay,10764.16,25.41,10764.16,10738.75,2026-08-13 10:07:00,2026-08-13 10:07:00,REF-RZPC7486289,PO-RZPC7486289,UPI CR-RZPC7486289-RAZORPAY-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC7486289,matched,False,matched_clean
TXN-10K-01877,Zomato Logistics Payouts,Logistics,UPI,SBI,Stripe,13422.84,31.68,13422.84,13391.16,2026-08-22 16:50:00,2026-08-22 16:50:00,REF-ZMT6126843,PO-ZMT6126843,UPI CR-ZMT6126843-STRIPE-COLLECTION-Zomato Logistics Payouts,UPI instant merchant payout batch ZMT6126843,matched,False,matched_clean
TXN-10K-01878,Freshworks SaaS Cloud,SaaS,Debit Card,KOTAK,Razorpay,30449.82,668.29,30449.82,29781.53,2026-09-01 02:14:00,2026-09-01 02:14:00,REF-FRSH5808446,PO-FRSH5808446,DEBIT CR-FRSH5808446-RAZORPAY-SETTLEMENT-Freshworks SaaS Cloud,Debit collection clearance sweep FRSH5808446,matched,False,matched_clean
TXN-10K-01879,Razorpay Capital Advances,Lending,UPI,SBI,Stripe,3927.74,9.27,3927.74,3918.47,2026-08-24 17:55:00,2026-08-24 17:55:00,REF-RZPC5393744,PO-RZPC5393744,UPI CR-RZPC5393744-STRIPE-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC5393744,matched,False,matched_clean
TXN-10K-01880,Postman API Cloud,SaaS,Credit Card,ICICI,Cashfree,36263.22,646.52,36263.22,35616.7,2026-08-15 00:22:00,2026-08-15 00:22:00,REF-POST2797731,PO-POST2797731,CARD SETTLE-POST2797731-CASHFREE-POS DISBURSE-Postman API Cloud,Card settlement net of gateway interchange POST2797731,matched,False,matched_clean
TXN-10K-01881,Nykaa Cosmetics D2C,D2C,UPI,ICICI,Razorpay,6928.93,16.35,6928.93,6820.37,2026-09-03 02:29:00,2026-09-03 02:29:00,REF-NYK5285853,PO-NYK5285853,UPI CR-NYK5285853-RAZORPAY-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK5285853,flagged,True,fee_deduction
TXN-10K-01882,Swiggy Instamart Fleet,Quick Commerce,NEFT/RTGS,KOTAK,PayU,656847.86,0.0,656847.86,656847.86,2026-08-11 08:34:00,2026-08-11 08:34:00,REF-SWG2022082,PO-SWG2022082,NEFT/RTGS CR-SWG2022082-PAYU-TREASURY SWEEP-Swiggy Instamart Fleet,Corporate treasury gross settlement SWG2022082,matched,False,matched_clean
TXN-10K-01883,Nykaa Cosmetics D2C,D2C,NetBanking,AXIS,Stripe,23314.47,461.55,23314.47,22852.92,2026-08-30 08:14:00,2026-08-30 08:14:00,REF-NYK3307375,PO-NYK3307375,NB CR-NYK3307375-STRIPE-DIRECT DISBURSE-Nykaa Cosmetics D2C,Internet banking settlement net of fee NYK3307375,matched,False,matched_clean
TXN-10K-01884,Freshworks SaaS Cloud,SaaS,Debit Card,KOTAK,PayU,14117.18,318.95,14117.18,13798.23,2026-08-09 15:57:00,2026-08-09 15:57:00,REF-FRSH4798095,PO-FRSH4798095,DEBIT CR-FRSH4798095-PAYU-SETTLEMENT-Freshworks SaaS Cloud,Debit collection clearance sweep FRSH4798095,matched,False,matched_clean
TXN-10K-01885,Zomato Logistics Payouts,Logistics,UPI,ICICI,Razorpay,1824.03,4.31,1824.03,1819.72,2026-09-01 10:01:00,2026-09-03 10:01:00,REF-ZMT7574943,PO-ZMT7574943,UPI CR-ZMT7574943-RAZORPAY-COLLECTION-Zomato Logistics Payouts,UPI instant merchant payout batch ZMT7574943,flagged,True,settlement_lag
TXN-10K-01886,Swiggy Instamart Fleet,Quick Commerce,Credit Card,ICICI,Stripe,39183.67,747.86,39183.67,38435.81,2026-08-05 04:43:00,2026-08-05 04:43:00,REF-SWG4558298,PO-SWG4558298,CARD SETTLE-SWG4558298-STRIPE-POS DISBURSE-Swiggy Instamart Fleet,Card settlement net of gateway interchange SWG4558298,matched,False,matched_clean
TXN-10K-01887,Freshworks SaaS Cloud,SaaS,UPI,HDFC,Stripe,13351.11,31.51,13351.11,13319.6,2026-08-02 11:09:00,2026-08-02 11:09:00,REF-FRSH9758068,PO-FRSH9758068,UPI CR-FRSH9758068-STRIPE-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH9758068,matched,False,matched_clean
TXN-10K-01888,Razorpay Capital Advances,Lending,UPI,AXIS,Razorpay,592.54,1.4,592.54,591.14,2026-08-31 22:11:00,2026-08-31 22:11:00,REF-RZPC3041832,PO-RZPC3041832,UPI CR-RZPC3041832-RAZORPAY-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC3041832,matched,False,matched_clean
TXN-10K-01889,Freshworks SaaS Cloud,SaaS,UPI,SBI,Stripe,11983.36,28.28,11983.36,11909.7,2026-08-19 11:06:00,2026-08-19 11:06:00,REF-FRSH4946534,PO-FRSH4946534,UPI CR-FRSH4946534-STRIPE-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH4946534,flagged,True,fee_deduction
TXN-10K-01890,Nykaa Cosmetics D2C,D2C,Credit Card,ICICI,Razorpay,56927.65,1375.82,56927.65,55551.83,2026-08-31 18:25:00,2026-08-31 18:25:00,REF-NYK8065559,PO-NYK8065559,CARD SETTLE-NYK8065559-RAZORPAY-POS DISBURSE-Nykaa Cosmetics D2C,Card settlement net of gateway interchange NYK8065559,matched,False,matched_clean
TXN-10K-01891,Postman API Cloud,SaaS,UPI,ICICI,Stripe,6218.72,14.68,6218.72,6204.04,2026-08-22 08:05:00,2026-08-22 08:05:00,REF-POST2638431,PO-POST2638431,UPI CR-POST2638431-STRIPE-COLLECTION-Postman API Cloud,UPI instant merchant payout batch POST2638431,matched,False,matched_clean
TXN-10K-01892,Zomato Logistics Payouts,Logistics,NetBanking,HDFC,PayU,75748.6,1852.16,75748.6,73896.44,2026-08-12 09:07:00,2026-08-12 09:07:00,REF-ZMT7208547,PO-ZMT7208547,NB CR-ZMT7208547-PAYU-DIRECT DISBURSE-Zomato Logistics Payouts,Internet banking settlement net of fee ZMT7208547,matched,False,matched_clean
TXN-10K-01893,Nykaa Cosmetics D2C,D2C,UPI,KOTAK,PayU,1256.81,2.96,1256.81,1253.85,2026-08-03 08:31:00,2026-08-03 08:31:00,REF-NYK1773047,PO-NYK1773047,UPI CR-NYK1773047-PAYU-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK1773047,matched,False,matched_clean
TXN-10K-01894,Razorpay Capital Advances,Lending,UPI,AXIS,Cashfree,343.67,0.81,343.67,253.42,2026-08-26 21:39:00,2026-08-26 21:39:00,REF-RZPC6017911,PO-RZPC6017911,UPI CR-RZPC6017911-CASHFREE-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC6017911,flagged,True,fee_deduction
TXN-10K-01895,Zomato Logistics Payouts,Logistics,Debit Card,SBI,Razorpay,41174.05,991.48,41174.05,40182.57,2026-08-07 22:36:00,2026-08-07 22:36:00,REF-ZMT5510798,PO-ZMT5510798,DEBIT CR-ZMT5510798-RAZORPAY-SETTLEMENT-Zomato Logistics Payouts,Debit collection clearance sweep ZMT5510798,matched,False,matched_clean
TXN-10K-01896,Postman API Cloud,SaaS,UPI,KOTAK,Razorpay,8491.21,20.04,8491.21,8471.17,2026-08-13 23:40:00,2026-08-13 23:40:00,REF-POST8041236,PO-POST8041236,UPI CR-POST8041236-RAZORPAY-COLLECTION-Postman API Cloud,UPI instant merchant payout batch POST8041236,matched,False,matched_clean
TXN-10K-01897,Zerodha Securities Payout,FinTech,UPI,KOTAK,Stripe,10925.39,25.78,10925.39,10899.61,2026-08-26 14:26:00,2026-08-26 14:26:00,REF-ZRD7516510,PO-ZRD7516510,UPI CR-ZRD7516510-STRIPE-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD7516510,matched,False,matched_clean
TXN-10K-01898,Dunzo Quick Commerce,E-Commerce,Credit Card,KOTAK,Stripe,42382.62,915.57,42382.62,42382.62,2026-09-04 06:41:00,2026-09-04 06:41:00,REF-DNZ2984967,PO-DNZ2984967,CARD SETTLE-DNZ2984967-STRIPE-POS DISBURSE-Dunzo Quick Commerce,[DUPLICATE ATTEMPT] Card settlement net of gateway interchange DNZ2984967,mismatched,True,duplicate_auth
TXN-10K-01899,Infosys Contractor Payroll,Enterprise,UPI,KOTAK,Razorpay,5659.29,13.36,5659.29,5645.93,2026-08-28 15:09:00,2026-08-28 15:09:00,REF-INFY7090487,PO-INFY7090487,UPI CR-INFY7090487-RAZORPAY-COLLECTION-Infosys Contractor Payroll,UPI instant merchant payout batch INFY7090487,matched,False,matched_clean
TXN-10K-01900,Freshworks SaaS Cloud,SaaS,NetBanking,KOTAK,PayU,9090.39,231.73,9090.39,8858.66,2026-08-16 13:19:00,2026-08-16 13:19:00,REF-FRSH1373745,PO-FRSH1373745,NB CR-FRSH1373745-PAYU-DIRECT DISBURSE-Freshworks SaaS Cloud,Internet banking settlement net of fee FRSH1373745,matched,False,matched_clean
TXN-10K-01901,Nykaa Cosmetics D2C,D2C,UPI,AXIS,Stripe,4645.48,10.96,4645.48,4634.52,2026-08-07 03:53:00,2026-08-07 03:53:00,REF-NYK1098052,PO-NYK1098052,UPI CR-NYK1098052-STRIPE-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK1098052,matched,False,matched_clean
